time: 0update vector norm: tensor(78.2195, device='cuda:0') diff norm: tensor(145.3411, device='cuda:0') activation norm: tensor(11.0685, device='cuda:0') softmax output: tensor(0.0367, device='cuda:0')
time: 2update vector norm: tensor(21.0001, device='cuda:0') diff norm: tensor(31.0742, device='cuda:0') activation norm: tensor(3.5475, device='cuda:0') softmax output: tensor(0.1036, device='cuda:0')
time: 2update vector norm: tensor(9.3356, device='cuda:0') diff norm: tensor(16.4962, device='cuda:0') activation norm: tensor(2.1276, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 3update vector norm: tensor(82.7758, device='cuda:0') diff norm: tensor(144.8191, device='cuda:0') activation norm: tensor(11.0438, device='cuda:0') softmax output: tensor(0.0372, device='cuda:0')
time: 3update vector norm: tensor(56.9906, device='cuda:0') diff norm: tensor(70.2199, device='cuda:0') activation norm: tensor(6.0639, device='cuda:0') softmax output: tensor(0.0833, device='cuda:0')
time: 3update vector norm: tensor(32.9169, device='cuda:0') diff norm: tensor(44.5065, device='cuda:0') activation norm: tensor(4.3261, device='cuda:0') softmax output: tensor(0.0933, device='cuda:0')
time: 3update vector norm: tensor(19.1741, device='cuda:0') diff norm: tensor(28.5097, device='cuda:0') activation norm: tensor(3.2238, device='cuda:0') softmax output: tensor(0.1035, device='cuda:0')
time: 3update vector norm: tensor(9.1424, device='cuda:0') diff norm: tensor(16.1311, device='cuda:0') activation norm: tensor(2.0639, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 4update vector norm: tensor(69.8207, device='cuda:0') diff norm: tensor(132.4031, device='cuda:0') activation norm: tensor(10.0844, device='cuda:0') softmax output: tensor(0.0370, device='cuda:0')
time: 4update vector norm: tensor(57.4079, device='cuda:0') diff norm: tensor(67.8402, device='cuda:0') activation norm: tensor(5.8609, device='cuda:0') softmax output: tensor(0.0842, device='cuda:0')
time: 4update vector norm: tensor(37.4127, device='cuda:0') diff norm: tensor(49.7757, device='cuda:0') activation norm: tensor(4.8651, device='cuda:0') softmax output: tensor(0.0942, device='cuda:0')
time: 4update vector norm: tensor(20.8622, device='cuda:0') diff norm: tensor(30.9363, device='cuda:0') activation norm: tensor(3.5287, device='cuda:0') softmax output: tensor(0.1036, device='cuda:0')
time: 4update vector norm: tensor(9.1182, device='cuda:0') diff norm: tensor(16.4845, device='cuda:0') activation norm: tensor(2.1217, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 5update vector norm: tensor(75.6255, device='cuda:0') diff norm: tensor(133.9247, device='cuda:0') activation norm: tensor(10.2067, device='cuda:0') softmax output: tensor(0.0371, device='cuda:0')
time: 5update vector norm: tensor(64.3547, device='cuda:0') diff norm: tensor(73.5087, device='cuda:0') activation norm: tensor(6.3687, device='cuda:0') softmax output: tensor(0.0862, device='cuda:0')
time: 0update vector norm: tensor(78.2195, device='cuda:0') diff norm: tensor(145.3411, device='cuda:0') activation norm: tensor(11.0685, device='cuda:0') softmax output: tensor(0.0367, device='cuda:0')
time: 0update vector norm: tensor(35.5063, device='cuda:0') diff norm: tensor(55.8491, device='cuda:0') activation norm: tensor(4.7769, device='cuda:0') softmax output: tensor(0.0790, device='cuda:0')
time: 0update vector norm: tensor(20.4083, device='cuda:0') diff norm: tensor(31.2618, device='cuda:0') activation norm: tensor(2.9274, device='cuda:0') softmax output: tensor(0.0896, device='cuda:0')
time: 0update vector norm: tensor(11.2773, device='cuda:0') diff norm: tensor(18.5820, device='cuda:0') activation norm: tensor(1.9310, device='cuda:0') softmax output: tensor(0.1014, device='cuda:0')
time: 0update vector norm: tensor(6.5627, device='cuda:0') diff norm: tensor(12.1205, device='cuda:0') activation norm: tensor(1.3706, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 1update vector norm: tensor(87.3826, device='cuda:0') diff norm: tensor(150.0887, device='cuda:0') activation norm: tensor(11.4426, device='cuda:0') softmax output: tensor(0.0371, device='cuda:0')
time: 1update vector norm: tensor(51.0945, device='cuda:0') diff norm: tensor(65.7595, device='cuda:0') activation norm: tensor(5.6695, device='cuda:0') softmax output: tensor(0.0835, device='cuda:0')
time: 1update vector norm: tensor(31.1274, device='cuda:0') diff norm: tensor(43.8825, device='cuda:0') activation norm: tensor(4.2607, device='cuda:0') softmax output: tensor(0.0928, device='cuda:0')
time: 1update vector norm: tensor(18.6811, device='cuda:0') diff norm: tensor(27.8500, device='cuda:0') activation norm: tensor(3.1406, device='cuda:0') softmax output: tensor(0.1033, device='cuda:0')
time: 1update vector norm: tensor(8.6315, device='cuda:0') diff norm: tensor(15.7265, device='cuda:0') activation norm: tensor(2.0020, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 2update vector norm: tensor(92.9675, device='cuda:0') diff norm: tensor(160.2083, device='cuda:0') activation norm: tensor(12.2264, device='cuda:0') softmax output: tensor(0.0371, device='cuda:0')
time: 2update vector norm: tensor(58.3593, device='cuda:0') diff norm: tensor(69.6652, device='cuda:0') activation norm: tensor(6.0214, device='cuda:0') softmax output: tensor(0.0860, device='cuda:0')
time: 2update vector norm: tensor(36.4816, device='cuda:0') diff norm: tensor(49.4574, device='cuda:0') activation norm: tensor(4.8318, device='cuda:0') softmax output: tensor(0.0943, device='cuda:0')
time: 2update vector norm: tensor(21.0001, device='cuda:0') diff norm: tensor(31.0742, device='cuda:0') activation norm: tensor(3.5475, device='cuda:0') softmax output: tensor(0.1036, device='cuda:0')
time: 2update vector norm: tensor(9.3356, device='cuda:0') diff norm: tensor(16.4962, device='cuda:0') activation norm: tensor(2.1276, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 3update vector norm: tensor(82.7758, device='cuda:0') diff norm: tensor(144.8191, device='cuda:0') activation norm: tensor(11.0438, device='cuda:0') softmax output: tensor(0.0372, device='cuda:0')
time: 3update vector norm: tensor(56.9906, device='cuda:0') diff norm: tensor(70.2199, device='cuda:0') activation norm: tensor(6.0639, device='cuda:0') softmax output: tensor(0.0833, device='cuda:0')
time: 3update vector norm: tensor(32.9169, device='cuda:0') diff norm: tensor(44.5065, device='cuda:0') activation norm: tensor(4.3261, device='cuda:0') softmax output: tensor(0.0933, device='cuda:0')
time: 3update vector norm: tensor(19.1741, device='cuda:0') diff norm: tensor(28.5097, device='cuda:0') activation norm: tensor(3.2238, device='cuda:0') softmax output: tensor(0.1035, device='cuda:0')
time: 3update vector norm: tensor(9.1424, device='cuda:0') diff norm: tensor(16.1311, device='cuda:0') activation norm: tensor(2.0639, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 4update vector norm: tensor(69.8207, device='cuda:0') diff norm: tensor(132.4031, device='cuda:0') activation norm: tensor(10.0844, device='cuda:0') softmax output: tensor(0.0370, device='cuda:0')
time: 4update vector norm: tensor(57.4079, device='cuda:0') diff norm: tensor(67.8402, device='cuda:0') activation norm: tensor(5.8609, device='cuda:0') softmax output: tensor(0.0842, device='cuda:0')
time: 4update vector norm: tensor(37.4127, device='cuda:0') diff norm: tensor(49.7757, device='cuda:0') activation norm: tensor(4.8651, device='cuda:0') softmax output: tensor(0.0942, device='cuda:0')
time: 4update vector norm: tensor(20.8622, device='cuda:0') diff norm: tensor(30.9363, device='cuda:0') activation norm: tensor(3.5287, device='cuda:0') softmax output: tensor(0.1036, device='cuda:0')
time: 4update vector norm: tensor(9.1182, device='cuda:0') diff norm: tensor(16.4845, device='cuda:0') activation norm: tensor(2.1217, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 5update vector norm: tensor(75.6255, device='cuda:0') diff norm: tensor(133.9247, device='cuda:0') activation norm: tensor(10.2067, device='cuda:0') softmax output: tensor(0.0371, device='cuda:0')
time: 5update vector norm: tensor(64.3547, device='cuda:0') diff norm: tensor(73.5087, device='cuda:0') activation norm: tensor(6.3687, device='cuda:0') softmax output: tensor(0.0862, device='cuda:0')
time: 5update vector norm: tensor(45.0612, device='cuda:0') diff norm: tensor(54.3911, device='cuda:0') activation norm: tensor(5.3401, device='cuda:0') softmax output: tensor(0.0979, device='cuda:0')
time: 5update vector norm: tensor(25.9923, device='cuda:0') diff norm: tensor(36.8886, device='cuda:0') activation norm: tensor(4.2738, device='cuda:0') softmax output: tensor(0.1054, device='cuda:0')
time: 5update vector norm: tensor(11.8308, device='cuda:0') diff norm: tensor(20.1859, device='cuda:0') activation norm: tensor(2.7201, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 6update vector norm: tensor(35.7742, device='cuda:0') diff norm: tensor(92.0672, device='cuda:0') activation norm: tensor(6.9531, device='cuda:0') softmax output: tensor(0.0362, device='cuda:0')
time: 6update vector norm: tensor(35.5281, device='cuda:0') diff norm: tensor(46.6791, device='cuda:0') activation norm: tensor(3.9581, device='cuda:0') softmax output: tensor(0.0796, device='cuda:0')
time: 6update vector norm: tensor(23.7366, device='cuda:0') diff norm: tensor(34.2039, device='cuda:0') activation norm: tensor(3.2568, device='cuda:0') softmax output: tensor(0.0904, device='cuda:0')
time: 6update vector norm: tensor(15.1612, device='cuda:0') diff norm: tensor(22.7424, device='cuda:0') activation norm: tensor(2.4929, device='cuda:0') softmax output: tensor(0.1024, device='cuda:0')
time: 6update vector norm: tensor(8.0476, device='cuda:0') diff norm: tensor(14.4059, device='cuda:0') activation norm: tensor(1.7687, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 7update vector norm: tensor(123.6238, device='cuda:0') diff norm: tensor(175.8886, device='cuda:0') activation norm: tensor(13.4468, device='cuda:0') softmax output: tensor(0.0385, device='cuda:0')
time: 7update vector norm: tensor(94.5941, device='cuda:0') diff norm: tensor(103.9314, device='cuda:0') activation norm: tensor(9.0612, device='cuda:0') softmax output: tensor(0.0911, device='cuda:0')
time: 7update vector norm: tensor(63.8889, device='cuda:0') diff norm: tensor(71.1896, device='cuda:0') activation norm: tensor(7.0469, device='cuda:0') softmax output: tensor(0.1056, device='cuda:0')
time: 7update vector norm: tensor(35.5576, device='cuda:0') diff norm: tensor(48.5204, device='cuda:0') activation norm: tensor(5.6968, device='cuda:0') softmax output: tensor(0.1093, device='cuda:0')
time: 7update vector norm: tensor(15.7929, device='cuda:0') diff norm: tensor(26.2305, device='cuda:0') activation norm: tensor(3.6555, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 8update vector norm: tensor(79.5261, device='cuda:0') diff norm: tensor(140.5609, device='cuda:0') activation norm: tensor(10.7159, device='cuda:0') softmax output: tensor(0.0370, device='cuda:0')
time: 8update vector norm: tensor(68.4080, device='cuda:0') diff norm: tensor(78.0180, device='cuda:0') activation norm: tensor(6.7674, device='cuda:0') softmax output: tensor(0.0861, device='cuda:0')
time: 8update vector norm: tensor(47.7515, device='cuda:0') diff norm: tensor(57.7027, device='cuda:0') activation norm: tensor(5.6824, device='cuda:0') softmax output: tensor(0.0970, device='cuda:0')
time: 8update vector norm: tensor(29.4272, device='cuda:0') diff norm: tensor(40.1787, device='cuda:0') activation norm: tensor(4.6805, device='cuda:0') softmax output: tensor(0.1078, device='cuda:0')
time: 8update vector norm: tensor(13.6522, device='cuda:0') diff norm: tensor(23.4876, device='cuda:0') activation norm: tensor(3.2468, device='cuda:0') softmax output: tensor(0.1195, device='cuda:0')
time: 9update vector norm: tensor(109.1008, device='cuda:0') diff norm: tensor(164.4366, device='cuda:0') activation norm: tensor(12.5698, device='cuda:0') softmax output: tensor(0.0379, device='cuda:0')
time: 9update vector norm: tensor(108.7587, device='cuda:0') diff norm: tensor(105.6172, device='cuda:0') activation norm: tensor(9.2185, device='cuda:0') softmax output: tensor(0.0951, device='cuda:0')
time: 9update vector norm: tensor(87.6800, device='cuda:0') diff norm: tensor(82.5635, device='cuda:0') activation norm: tensor(8.2011, device='cuda:0') softmax output: tensor(0.1191, device='cuda:0')
time: 9update vector norm: tensor(49.4039, device='cuda:0') diff norm: tensor(60.6815, device='cuda:0') activation norm: tensor(7.1770, device='cuda:0') softmax output: tensor(0.1169, device='cuda:0')
time: 9update vector norm: tensor(21.8157, device='cuda:0') diff norm: tensor(36.0009, device='cuda:0') activation norm: tensor(5.1322, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 10update vector norm: tensor(95.6890, device='cuda:0') diff norm: tensor(148.1946, device='cuda:0') activation norm: tensor(11.3183, device='cuda:0') softmax output: tensor(0.0376, device='cuda:0')
time: 10update vector norm: tensor(104.0523, device='cuda:0') diff norm: tensor(100.8424, device='cuda:0') activation norm: tensor(8.8005, device='cuda:0') softmax output: tensor(0.0939, device='cuda:0')
time: 10update vector norm: tensor(83.1270, device='cuda:0') diff norm: tensor(81.5941, device='cuda:0') activation norm: tensor(8.1056, device='cuda:0') softmax output: tensor(0.1135, device='cuda:0')
time: 10update vector norm: tensor(52.6839, device='cuda:0') diff norm: tensor(59.9966, device='cuda:0') activation norm: tensor(7.0968, device='cuda:0') softmax output: tensor(0.1187, device='cuda:0')
time: 10update vector norm: tensor(22.3156, device='cuda:0') diff norm: tensor(37.9125, device='cuda:0') activation norm: tensor(5.4153, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 11update vector norm: tensor(93.7445, device='cuda:0') diff norm: tensor(151.8104, device='cuda:0') activation norm: tensor(11.5916, device='cuda:0') softmax output: tensor(0.0373, device='cuda:0')
time: 11update vector norm: tensor(90.2797, device='cuda:0') diff norm: tensor(93.6544, device='cuda:0') activation norm: tensor(8.1626, device='cuda:0') softmax output: tensor(0.0884, device='cuda:0')
time: 11update vector norm: tensor(76.1295, device='cuda:0') diff norm: tensor(76.0978, device='cuda:0') activation norm: tensor(7.5549, device='cuda:0') softmax output: tensor(0.1059, device='cuda:0')
time: 11update vector norm: tensor(49.9666, device='cuda:0') diff norm: tensor(56.8378, device='cuda:0') activation norm: tensor(6.7210, device='cuda:0') softmax output: tensor(0.1165, device='cuda:0')
time: 11update vector norm: tensor(23.0482, device='cuda:0') diff norm: tensor(36.8454, device='cuda:0') activation norm: tensor(5.2606, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 12update vector norm: tensor(104.5654, device='cuda:0') diff norm: tensor(157.8055, device='cuda:0') activation norm: tensor(12.0570, device='cuda:0') softmax output: tensor(0.0375, device='cuda:0')
time: 12update vector norm: tensor(120.3221, device='cuda:0') diff norm: tensor(105.1590, device='cuda:0') activation norm: tensor(9.1822, device='cuda:0') softmax output: tensor(0.1031, device='cuda:0')
time: 12update vector norm: tensor(109.5178, device='cuda:0') diff norm: tensor(88.6679, device='cuda:0') activation norm: tensor(8.8275, device='cuda:0') softmax output: tensor(0.1237, device='cuda:0')
time: 12update vector norm: tensor(70.1092, device='cuda:0') diff norm: tensor(71.3928, device='cuda:0') activation norm: tensor(8.4832, device='cuda:0') softmax output: tensor(0.1279, device='cuda:0')
time: 12update vector norm: tensor(28.9112, device='cuda:0') diff norm: tensor(47.3817, device='cuda:0') activation norm: tensor(6.8228, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 13update vector norm: tensor(110.3721, device='cuda:0') diff norm: tensor(165.1688, device='cuda:0') activation norm: tensor(12.6246, device='cuda:0') softmax output: tensor(0.0379, device='cuda:0')
time: 13update vector norm: tensor(119.5824, device='cuda:0') diff norm: tensor(113.8031, device='cuda:0') activation norm: tensor(9.9485, device='cuda:0') softmax output: tensor(0.0948, device='cuda:0')
time: 13update vector norm: tensor(101.1640, device='cuda:0') diff norm: tensor(93.7088, device='cuda:0') activation norm: tensor(9.3303, device='cuda:0') softmax output: tensor(0.1154, device='cuda:0')
time: 13update vector norm: tensor(75.0501, device='cuda:0') diff norm: tensor(69.4492, device='cuda:0') activation norm: tensor(8.2547, device='cuda:0') softmax output: tensor(0.1299, device='cuda:0')
time: 13update vector norm: tensor(32.5630, device='cuda:0') diff norm: tensor(51.0575, device='cuda:0') activation norm: tensor(7.3668, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 14update vector norm: tensor(122.7814, device='cuda:0') diff norm: tensor(166.6380, device='cuda:0') activation norm: tensor(12.7438, device='cuda:0') softmax output: tensor(0.0378, device='cuda:0')
time: 14update vector norm: tensor(145.4496, device='cuda:0') diff norm: tensor(125.0916, device='cuda:0') activation norm: tensor(10.9459, device='cuda:0') softmax output: tensor(0.0989, device='cuda:0')
time: 14update vector norm: tensor(141.2569, device='cuda:0') diff norm: tensor(106.7530, device='cuda:0') activation norm: tensor(10.6485, device='cuda:0') softmax output: tensor(0.1343, device='cuda:0')
time: 14update vector norm: tensor(112.7951, device='cuda:0') diff norm: tensor(86.6037, device='cuda:0') activation norm: tensor(10.3206, device='cuda:0') softmax output: tensor(0.1573, device='cuda:0')
time: 14update vector norm: tensor(40.6150, device='cuda:0') diff norm: tensor(64.9994, device='cuda:0') activation norm: tensor(9.4152, device='cuda:0') softmax output: tensor(0.1197, device='cuda:0')
time: 15update vector norm: tensor(61.5040, device='cuda:0') diff norm: tensor(115.1785, device='cuda:0') activation norm: tensor(8.7600, device='cuda:0') softmax output: tensor(0.0366, device='cuda:0')
time: 15update vector norm: tensor(68.3482, device='cuda:0') diff norm: tensor(75.2435, device='cuda:0') activation norm: tensor(6.5401, device='cuda:0') softmax output: tensor(0.0844, device='cuda:0')
time: 15update vector norm: tensor(62.3097, device='cuda:0') diff norm: tensor(63.4294, device='cuda:0') activation norm: tensor(6.2807, device='cuda:0') softmax output: tensor(0.1005, device='cuda:0')
time: 15update vector norm: tensor(51.5397, device='cuda:0') diff norm: tensor(51.0895, device='cuda:0') activation norm: tensor(6.0409, device='cuda:0') softmax output: tensor(0.1176, device='cuda:0')
time: 15update vector norm: tensor(25.6737, device='cuda:0') diff norm: tensor(40.2588, device='cuda:0') activation norm: tensor(5.7691, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 16update vector norm: tensor(114.5228, device='cuda:0') diff norm: tensor(165.1255, device='cuda:0') activation norm: tensor(12.6280, device='cuda:0') softmax output: tensor(0.0376, device='cuda:0')
time: 16update vector norm: tensor(142.2873, device='cuda:0') diff norm: tensor(119.7076, device='cuda:0') activation norm: tensor(10.4757, device='cuda:0') softmax output: tensor(0.1003, device='cuda:0')
time: 16update vector norm: tensor(143.2062, device='cuda:0') diff norm: tensor(104.9120, device='cuda:0') activation norm: tensor(10.4671, device='cuda:0') softmax output: tensor(0.1322, device='cuda:0')
time: 16update vector norm: tensor(120.1726, device='cuda:0') diff norm: tensor(88.0686, device='cuda:0') activation norm: tensor(10.4993, device='cuda:0') softmax output: tensor(0.1596, device='cuda:0')
time: 16update vector norm: tensor(43.6745, device='cuda:0') diff norm: tensor(67.9934, device='cuda:0') activation norm: tensor(9.8599, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 17update vector norm: tensor(87.5784, device='cuda:0') diff norm: tensor(144.2976, device='cuda:0') activation norm: tensor(11.0203, device='cuda:0') softmax output: tensor(0.0372, device='cuda:0')
time: 17update vector norm: tensor(106.4065, device='cuda:0') diff norm: tensor(98.2296, device='cuda:0') activation norm: tensor(8.5760, device='cuda:0') softmax output: tensor(0.0933, device='cuda:0')
time: 17update vector norm: tensor(113.1278, device='cuda:0') diff norm: tensor(85.3439, device='cuda:0') activation norm: tensor(8.5006, device='cuda:0') softmax output: tensor(0.1318, device='cuda:0')
time: 17update vector norm: tensor(82.9540, device='cuda:0') diff norm: tensor(71.4405, device='cuda:0') activation norm: tensor(8.5043, device='cuda:0') softmax output: tensor(0.1364, device='cuda:0')
time: 17update vector norm: tensor(35.0501, device='cuda:0') diff norm: tensor(56.4315, device='cuda:0') activation norm: tensor(8.1589, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 18update vector norm: tensor(90.7306, device='cuda:0') diff norm: tensor(139.7829, device='cuda:0') activation norm: tensor(10.6737, device='cuda:0') softmax output: tensor(0.0373, device='cuda:0')
time: 18update vector norm: tensor(115.0126, device='cuda:0') diff norm: tensor(102.5209, device='cuda:0') activation norm: tensor(8.9578, device='cuda:0') softmax output: tensor(0.0966, device='cuda:0')
time: 18update vector norm: tensor(116.3781, device='cuda:0') diff norm: tensor(89.7263, device='cuda:0') activation norm: tensor(8.9425, device='cuda:0') softmax output: tensor(0.1235, device='cuda:0')
time: 18update vector norm: tensor(93.1447, device='cuda:0') diff norm: tensor(75.8478, device='cuda:0') activation norm: tensor(9.0381, device='cuda:0') softmax output: tensor(0.1391, device='cuda:0')
time: 18update vector norm: tensor(37.6038, device='cuda:0') diff norm: tensor(59.6713, device='cuda:0') activation norm: tensor(8.6345, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 19update vector norm: tensor(70.7912, device='cuda:0') diff norm: tensor(127.8653, device='cuda:0') activation norm: tensor(9.7481, device='cuda:0') softmax output: tensor(0.0368, device='cuda:0')
time: 19update vector norm: tensor(85.4983, device='cuda:0') diff norm: tensor(85.2306, device='cuda:0') activation norm: tensor(7.4282, device='cuda:0') softmax output: tensor(0.0875, device='cuda:0')
time: 19update vector norm: tensor(83.7650, device='cuda:0') diff norm: tensor(74.9818, device='cuda:0') activation norm: tensor(7.4588, device='cuda:0') softmax output: tensor(0.1083, device='cuda:0')
time: 19update vector norm: tensor(72.0933, device='cuda:0') diff norm: tensor(62.6403, device='cuda:0') activation norm: tensor(7.4455, device='cuda:0') softmax output: tensor(0.1271, device='cuda:0')
time: 19update vector norm: tensor(32.0292, device='cuda:0') diff norm: tensor(51.6852, device='cuda:0') activation norm: tensor(7.4643, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 20update vector norm: tensor(85.3971, device='cuda:0') diff norm: tensor(136.8623, device='cuda:0') activation norm: tensor(10.4459, device='cuda:0') softmax output: tensor(0.0372, device='cuda:0')
time: 20update vector norm: tensor(100.4982, device='cuda:0') diff norm: tensor(98.1837, device='cuda:0') activation norm: tensor(8.5788, device='cuda:0') softmax output: tensor(0.0889, device='cuda:0')
time: 20update vector norm: tensor(100.4247, device='cuda:0') diff norm: tensor(84.7947, device='cuda:0') activation norm: tensor(8.4500, device='cuda:0') softmax output: tensor(0.1140, device='cuda:0')
time: 20update vector norm: tensor(89.6750, device='cuda:0') diff norm: tensor(71.5175, device='cuda:0') activation norm: tensor(8.5159, device='cuda:0') softmax output: tensor(0.1382, device='cuda:0')
time: 20update vector norm: tensor(37.2510, device='cuda:0') diff norm: tensor(58.8921, device='cuda:0') activation norm: tensor(8.5221, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 21update vector norm: tensor(34.3700, device='cuda:0') diff norm: tensor(89.7160, device='cuda:0') activation norm: tensor(6.7756, device='cuda:0') softmax output: tensor(0.0362, device='cuda:0')
time: 21update vector norm: tensor(41.5329, device='cuda:0') diff norm: tensor(52.4732, device='cuda:0') activation norm: tensor(4.5023, device='cuda:0') softmax output: tensor(0.0796, device='cuda:0')
time: 21update vector norm: tensor(38.9583, device='cuda:0') diff norm: tensor(43.6864, device='cuda:0') activation norm: tensor(4.2744, device='cuda:0') softmax output: tensor(0.0950, device='cuda:0')
time: 21update vector norm: tensor(33.7044, device='cuda:0') diff norm: tensor(37.3535, device='cuda:0') activation norm: tensor(4.3690, device='cuda:0') softmax output: tensor(0.1078, device='cuda:0')
time: 21update vector norm: tensor(19.1471, device='cuda:0') diff norm: tensor(30.7539, device='cuda:0') activation norm: tensor(4.3505, device='cuda:0') softmax output: tensor(0.1196, device='cuda:0')
time: 22update vector norm: tensor(88.4191, device='cuda:0') diff norm: tensor(140.1948, device='cuda:0') activation norm: tensor(10.7029, device='cuda:0') softmax output: tensor(0.0373, device='cuda:0')
time: 22update vector norm: tensor(112.9741, device='cuda:0') diff norm: tensor(102.5242, device='cuda:0') activation norm: tensor(8.9618, device='cuda:0') softmax output: tensor(0.0926, device='cuda:0')
time: 22update vector norm: tensor(112.4337, device='cuda:0') diff norm: tensor(91.1390, device='cuda:0') activation norm: tensor(9.0898, device='cuda:0') softmax output: tensor(0.1183, device='cuda:0')
time: 22update vector norm: tensor(101.5452, device='cuda:0') diff norm: tensor(76.6434, device='cuda:0') activation norm: tensor(9.1366, device='cuda:0') softmax output: tensor(0.1440, device='cuda:0')
time: 22update vector norm: tensor(41.3534, device='cuda:0') diff norm: tensor(64.7997, device='cuda:0') activation norm: tensor(9.4009, device='cuda:0') softmax output: tensor(0.1197, device='cuda:0')
time: 23update vector norm: tensor(140.8241, device='cuda:0') diff norm: tensor(172.2526, device='cuda:0') activation norm: tensor(13.1877, device='cuda:0') softmax output: tensor(0.0386, device='cuda:0')
time: 23update vector norm: tensor(193.9100, device='cuda:0') diff norm: tensor(140.4319, device='cuda:0') activation norm: tensor(12.3029, device='cuda:0') softmax output: tensor(0.1252, device='cuda:0')
time: 23update vector norm: tensor(196.3578, device='cuda:0') diff norm: tensor(123.8167, device='cuda:0') activation norm: tensor(12.3732, device='cuda:0') softmax output: tensor(0.1529, device='cuda:0')
time: 23update vector norm: tensor(170.6791, device='cuda:0') diff norm: tensor(105.5557, device='cuda:0') activation norm: tensor(12.6123, device='cuda:0') softmax output: tensor(0.1871, device='cuda:0')
time: 23update vector norm: tensor(55.8794, device='cuda:0') diff norm: tensor(87.7047, device='cuda:0') activation norm: tensor(12.7516, device='cuda:0') softmax output: tensor(0.1198, device='cuda:0')
